question,final_answer,reasoning_summary,winner_provider,verified,entropy,disagreement,risk,concept_cluster,difficulty,subject,source
How many subsets of {1–7} contain neither 1 nor 7?,0,Applied retrieval-guided heuristic reasoning. Key hint: Chemical Equilibrium: Apply ICE tables and activity approximations carefully under constraints.,mini,False,0.0,0.0,1.0,chemistry|equilibrium|jee|math|equation|algebra|quadratic|roots,easy,general,mini_shadow_logs
How many permutations of 1–6 where 1 appears before 2?,0,Applied retrieval-guided heuristic reasoning. Key hint: Chemical Equilibrium: Apply ICE tables and activity approximations carefully under constraints.,mini,False,0.0,0.0,1.0,chemistry|equilibrium|jee|math|quadratic|roots|trap|verification,easy,general,mini_shadow_logs
How many permutations of 1–6 where 1 appears before 2 and 3?,0,Applied retrieval-guided heuristic reasoning. Key hint: Chemical Equilibrium: Apply ICE tables and activity approximations carefully under constraints.,mini,False,0.0,0.0,1.0,chemistry|equilibrium|jee|math|equation|algebra|trap|verification,easy,general,mini_shadow_logs
How many 4-digit numbers from 1–9 with no repetition and sum odd?,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|chemistry|equilibrium|jee|quadratic|roots,easy,math,mini_shadow_logs
How many 4-digit numbers from 1–9 with no repetition and sum even?,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|chemistry|equilibrium|jee|quadratic|roots,easy,math,mini_shadow_logs
How many arrangements of 6 books if 3 specific books stay together?,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|chemistry|equilibrium|jee|quadratic|roots,easy,general,mini_shadow_logs
How many arrangements of 6 books if 3 specific books are separated?,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,general,mini_shadow_logs
How many 5-digit numbers from 1–7 without repetition greater than 50000?,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|equation|algebra|chemistry|equilibrium|jee,easy,math,mini_shadow_logs
How many 3-digit numbers from 1–9 with exactly one even digit?,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|chemistry|equilibrium|jee,easy,math,mini_shadow_logs
How many subsets of {1–7} contain both 1 and 7?,32,Deterministic subset counting with two fixed included elements.,mini,True,0.0,0.0,1.0,chemistry|equilibrium|jee|math|equation|algebra|trap|verification,easy,general,mini_shadow_logs
How many subsets of {1–7} contain neither 1 nor 7?,32,Deterministic subset counting with two excluded elements.,mini,True,0.0,0.0,1.0,chemistry|equilibrium|jee|math|equation|algebra|quadratic|roots,easy,general,mini_shadow_logs
How many permutations of 1–6 where 1 appears before 2?,360,Deterministic permutation precedence counting by relative-order symmetry.,mini,True,0.0,0.0,1.0,chemistry|equilibrium|jee|math|quadratic|roots|trap|verification,easy,general,mini_shadow_logs
How many permutations of 1–6 where 1 appears before 2 and 3?,240,Deterministic permutation precedence counting by relative-order symmetry.,mini,True,0.0,0.0,1.0,chemistry|equilibrium|jee|math|equation|algebra|trap|verification,easy,general,mini_shadow_logs
How many 4-digit numbers from 1–9 with no repetition and sum odd?,1440,Deterministic parity-constrained counting over non-repeating digit permutations.,mini,True,0.0,0.0,1.0,math|equation|algebra|chemistry|equilibrium|jee|quadratic|roots,easy,math,mini_shadow_logs
How many 4-digit numbers from 1–9 with no repetition and sum even?,1584,Deterministic parity-constrained counting over non-repeating digit permutations.,mini,True,0.0,0.0,1.0,math|equation|algebra|chemistry|equilibrium|jee|quadratic|roots,easy,math,mini_shadow_logs
How many arrangements of 6 books if 3 specific books stay together?,144,Deterministic block method for grouped books.,mini,True,0.0,0.0,1.0,math|equation|algebra|chemistry|equilibrium|jee|quadratic|roots,easy,general,mini_shadow_logs
How many arrangements of 6 books if 3 specific books are separated?,144,Deterministic slot method for pairwise-separated specific books.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,general,mini_shadow_logs
How many 5-digit numbers from 1–7 without repetition greater than 50000?,1080,Deterministic threshold counting over non-repeating digit permutations.,mini,True,0.0,0.0,1.0,math|quadratic|roots|equation|algebra|chemistry|equilibrium|jee,easy,math,mini_shadow_logs
How many 3-digit numbers from 1–9 with exactly one even digit?,240,Deterministic parity-count constrained counting over non-repeating digit permutations.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|chemistry|equilibrium|jee,easy,math,mini_shadow_logs
What is 6 * 7 = 42,42,"Memory replay: Parsed arithmetic expression `6 * 7` and evaluated directly.
Final Answer: 42",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
"If the coefficients of x^7 and x^8 in the expansion of (2 + x/3)^n are equal, then the value of n is",0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
If x+2=5 find x,5 find x,"Used equation RHS fallback from prompt structure.
Final Answer: 5 find x",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate sin^(-1)(1/2) in radians.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(1/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(1).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(-1/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(-1/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(-1).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(0).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(0).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(0).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(1).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(-1).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(sqrt(3)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(1/sqrt(3)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sqrt(3)/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(sqrt(2)/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(-sqrt(2)/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(-sqrt(2)/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(sqrt(3)/3).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sqrt(3)/2) + cos^(-1)(1/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(1/2) + cos^(-1)(1/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(x) at x=1/sqrt(2).,1/sqrt(2).,"Used equation RHS fallback from prompt structure.
Final Answer: 1/sqrt(2).",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(x) at x=-1/sqrt(2).,-1/sqrt(2).,"Used equation RHS fallback from prompt structure.
Final Answer: -1/sqrt(2).",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(x) at x=-sqrt(3).,-sqrt(3).,"Used equation RHS fallback from prompt structure.
Final Answer: -sqrt(3).",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(-1).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(1).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(inf) (limit).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,calculus|trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(-inf).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(1/sqrt(2)) + sin^(-1)(1/sqrt(2)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate cos^(-1)(1/2) - sin^(-1)(1/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(x) + cos^(-1)(x) at x=1/3.,0.3333333333333333,"Parsed arithmetic expression `1/3` and evaluated directly.
Final Answer: 0.3333333333333333",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(1/x) at x=1.,1.,"Used equation RHS fallback from prompt structure.
Final Answer: 1.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(1) + tan^(-1)(1).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(1/2) + tan^(-1)(1/3).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(2) + tan^(-1)(1/3).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(1) - tan^(-1)(1/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate 2tan^(-1)(1).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(1/2) + sin^(-1)(sqrt(3)/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate cos^(-1)(1/2) + cos^(-1)(-1/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(1/2) - cos^(-1)(1/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(x)+tan^(-1)(1/x) at x=2.,2.,"Used equation RHS fallback from prompt structure.
Final Answer: 2.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(x)+tan^(-1)(1/x) at x=-2.,-2.,"Used equation RHS fallback from prompt structure.
Final Answer: -2.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(2x*sqrt(1-x^2)) at x=1/2.,1/2.,"Used equation RHS fallback from prompt structure.
Final Answer: 1/2.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate cos^(-1)(1-2x^2) at x=1/2.,1/2.,"Used equation RHS fallback from prompt structure.
Final Answer: 1/2.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin(2 sin^(-1)(1/2)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos(2 cos^(-1)(1/2)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan(2 tan^(-1)(1/2)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(1/2) + cos^(-1)(sqrt(3)/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate cos^(-1)(1/2) - sin^(-1)(sqrt(3)/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(sqrt(3)) - tan^(-1)(1).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(1/2) + tan^(-1)(1/sqrt(3)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate cos^(-1)(sqrt(2)/2) + tan^(-1)(1).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(1/sqrt(2)) - tan^(-1)(1).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(sqrt(3)) + cos^(-1)(1/2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Trap Warning: Check domain constraints and eliminate extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(x)+sin^(-1)(x) at x=1/2.,0.5,"Parsed arithmetic expression `1/2` and evaluated directly.
Final Answer: 0.5",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate cos^(-1)(x)+cos^(-1)(-x) at x=1/3.,0.3333333333333333,"Parsed arithmetic expression `1/3` and evaluated directly.
Final Answer: 0.3333333333333333",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(x)-tan^(-1)(-x) at x=2.,2.,"Used equation RHS fallback from prompt structure.
Final Answer: 2.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(1/2) + sin^(-1)(1/3).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(1/2) + tan^(-1)(2).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(3) - tan^(-1)(1).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sin(pi/3)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sin(5*pi/6)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(cos(5*pi/6)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(cos(7*pi/6)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(tan(3*pi/4)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(tan(5*pi/4)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin(sin^(-1)(1/2)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos(cos^(-1)(1/2)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan(tan^(-1)(1/2)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sin(-pi/3)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(cos(-pi/3)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(tan(-3*pi/4)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sin(4*pi/3)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(cos(4*pi/3)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(tan(7*pi/4)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sin(3*pi/2)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(cos(3*pi/2)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(tan(pi)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sin(2*pi/3)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(cos(2*pi/3)).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Solve sin^(-1)(x)=pi/6. Find x.,pi/6. Find x.,"Used equation RHS fallback from prompt structure.
Final Answer: pi/6. Find x.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Solve cos^(-1)(x)=pi/3. Find x.,pi/3. Find x.,"Used equation RHS fallback from prompt structure.
Final Answer: pi/3. Find x.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Solve tan^(-1)(x)=pi/4. Find x.,pi/4. Find x.,"Used equation RHS fallback from prompt structure.
Final Answer: pi/4. Find x.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Solve sin^(-1)(x)=-pi/6. Find x.,-pi/6. Find x.,"Used equation RHS fallback from prompt structure.
Final Answer: -pi/6. Find x.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Solve cos^(-1)(x)=2*pi/3. Find x.,2*pi/3. Find x.,"Used equation RHS fallback from prompt structure.
Final Answer: 2*pi/3. Find x.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Solve tan^(-1)(x)=-pi/4. Find x.,-pi/4. Find x.,"Used equation RHS fallback from prompt structure.
Final Answer: -pi/4. Find x.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Find x if sin^(-1)(x)+cos^(-1)(x)=pi.,pi.,"Used equation RHS fallback from prompt structure.
Final Answer: pi.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Find x if sin^(-1)(x)+cos^(-1)(x)=pi/2.,pi/2.,"Used equation RHS fallback from prompt structure.
Final Answer: pi/2.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Find x if 2sin^(-1)(x)=pi/2.,pi/2.,"Used equation RHS fallback from prompt structure.
Final Answer: pi/2.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Find x if tan^(-1)(x)+tan^(-1)(1)=pi/4.,pi/4.,"Used equation RHS fallback from prompt structure.
Final Answer: pi/4.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Find x if tan^(-1)(x)+tan^(-1)(1/x)=pi/2 and x>0.,pi/2 and x>0.,"Used equation RHS fallback from prompt structure.
Final Answer: pi/2 and x>0.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Find x if sin^(-1)(2x)=pi/6.,pi/6.,"Used equation RHS fallback from prompt structure.
Final Answer: pi/6.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Find x if cos^(-1)(2x-1)=pi/3.,pi/3.,"Used equation RHS fallback from prompt structure.
Final Answer: pi/3.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Find x if tan^(-1)(2x)=pi/3.,pi/3.,"Used equation RHS fallback from prompt structure.
Final Answer: pi/3.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Find x if sin^(-1)(x)=cos^(-1)(x).,cos^(-1)(x).,"Used equation RHS fallback from prompt structure.
Final Answer: cos^(-1)(x).",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Find x if tan^(-1)(x)=sin^(-1)(1/2).,sin^(-1)(1/2).,"Used equation RHS fallback from prompt structure.
Final Answer: sin^(-1)(1/2).",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
